profile_id,model,variant,run,safety_score,fitt_score,concordance_score,parse_success,mapping_rate,S1_passed,S1_applicable,S2_passed,S2_applicable,S3_passed,S3_applicable,S4_passed,S4_applicable,S5_passed,S5_applicable,C1_passed,C1_applicable,C2_passed,C2_applicable,C3_passed,C3_applicable,C4_passed,C4_applicable,C5_passed,C5_applicable,C6_passed,C6_applicable,G1_passed,G1_applicable,G2_passed,G2_applicable,G3_passed,G3_applicable,G4_passed,G4_applicable
P4,alibayram/medgemma:4b,patient,2,1.0,1.0,0.821,True,0.833,1.0,True,1.0,True,1.0,False,1.0,True,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,0.286,True,1.0,True
P4,alibayram/medgemma:4b,patient,3,1.0,1.0,0.917,True,0.6,1.0,True,1.0,True,1.0,False,1.0,True,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,0.667,True,1.0,True
P5,alibayram/medgemma:4b,patient,1,1.0,1.0,0.904,True,0.722,1.0,True,1.0,True,1.0,True,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,0.615,True,1.0,True
P5,alibayram/medgemma:4b,patient,2,1.0,1.0,0.705,True,0.5,1.0,True,1.0,True,1.0,True,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,0.0,True,1.0,True,0.818,True,1.0,True
P5,alibayram/medgemma:4b,patient,3,1.0,1.0,0.9,True,0.842,1.0,True,1.0,True,1.0,True,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,0.6,True,1.0,True
P6,alibayram/medgemma:4b,patient,1,1.0,1.0,0.375,True,0.8,1.0,True,1.0,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,0.0,True,0.0,True,0.5,True,1.0,True
P6,alibayram/medgemma:4b,patient,2,1.0,1.0,0.519,True,0.867,1.0,True,1.0,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,0.0,True,1.0,True,0.077,True,1.0,True
P6,alibayram/medgemma:4b,patient,3,1.0,1.0,0.875,True,0.867,1.0,True,1.0,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,0.5,True,1.0,True
P7,alibayram/medgemma:4b,patient,1,1.0,1.0,1.0,True,0.385,1.0,False,1.0,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,1.0,True,1.0,False
P7,alibayram/medgemma:4b,patient,2,1.0,1.0,0.851,True,1.0,1.0,False,1.0,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,0.553,True,1.0,False
P7,alibayram/medgemma:4b,patient,3,1.0,1.0,0.917,True,0.533,1.0,False,1.0,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,0.75,True,1.0,False
P8,alibayram/medgemma:4b,patient,1,1.0,1.0,0.65,True,1.0,1.0,True,1.0,True,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,0.0,True,1.0,True,0.6,True,1.0,True
P8,alibayram/medgemma:4b,patient,2,1.0,1.0,0.896,True,0.833,1.0,True,1.0,True,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,0.583,True,1.0,True
P8,alibayram/medgemma:4b,patient,3,1.0,1.0,0.917,True,0.9,1.0,True,1.0,True,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,0.667,True,1.0,True
P1,deepseek-r1:14b,patient,1,0.941,1.0,0.804,True,0.548,1.0,False,0.941,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,0.412,True,1.0,False
P1,deepseek-r1:14b,patient,2,1.0,1.0,0.85,True,0.833,1.0,False,1.0,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,0.55,True,1.0,False
P1,deepseek-r1:14b,patient,3,1.0,1.0,1.0,True,0.071,1.0,False,1.0,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,1.0,True,1.0,False
P2,deepseek-r1:14b,patient,1,1.0,0.833,0.758,True,0.846,1.0,False,1.0,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,0.0,True,1.0,True,1.0,True,1.0,True,0.273,True,1.0,False
P2,deepseek-r1:14b,patient,2,1.0,1.0,0.833,True,0.263,1.0,False,1.0,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,0.5,True,1.0,False
P2,deepseek-r1:14b,patient,3,1.0,1.0,0.778,True,0.786,1.0,False,1.0,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,0.333,True,1.0,False
P3,deepseek-r1:14b,patient,1,1.0,1.0,0.891,True,0.8,1.0,True,1.0,True,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,0.562,True,1.0,True
P3,deepseek-r1:14b,patient,2,1.0,1.0,0.925,True,0.952,1.0,True,1.0,True,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,0.7,True,1.0,True
P3,deepseek-r1:14b,patient,3,1.0,1.0,0.934,True,0.95,1.0,True,1.0,True,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,0.737,True,1.0,True
P4,deepseek-r1:14b,patient,1,1.0,0.833,0.833,True,0.857,1.0,True,1.0,True,1.0,False,1.0,True,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,0.0,True,1.0,True,1.0,True,0.333,True,1.0,True
P4,deepseek-r1:14b,patient,2,1.0,1.0,0.887,True,1.0,1.0,True,1.0,True,1.0,False,1.0,True,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,0.55,True,1.0,True
P4,deepseek-r1:14b,patient,3,1.0,1.0,0.85,True,0.667,1.0,True,1.0,True,1.0,False,1.0,True,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,0.4,True,1.0,True
P5,deepseek-r1:14b,patient,1,1.0,0.8,0.833,True,0.692,1.0,True,1.0,True,1.0,True,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,0.0,True,1.0,False,1.0,True,1.0,True,0.333,True,1.0,True
P5,deepseek-r1:14b,patient,2,0.667,0.8,0.75,True,0.091,0.0,True,1.0,True,1.0,True,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,0.0,True,1.0,False,0.0,True,1.0,True,1.0,True,1.0,True
P5,deepseek-r1:14b,patient,3,1.0,1.0,0.55,True,0.667,1.0,True,1.0,True,1.0,True,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,0.0,True,1.0,True,0.2,True,1.0,True
P6,deepseek-r1:14b,patient,1,0.955,1.0,0.667,True,1.0,1.0,True,0.909,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,0.0,True,1.0,True,0.667,True,1.0,True
P6,deepseek-r1:14b,patient,2,0.958,1.0,0.625,True,0.923,1.0,True,0.917,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,0.0,True,1.0,True,0.5,True,1.0,True
P6,deepseek-r1:14b,patient,3,1.0,1.0,0.639,True,0.786,1.0,True,1.0,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,0.0,True,1.0,True,0.556,True,1.0,True
P7,deepseek-r1:14b,patient,1,1.0,0.8,0.714,True,0.815,1.0,False,1.0,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,0.0,True,1.0,False,1.0,True,1.0,True,0.143,True,1.0,False
P7,deepseek-r1:14b,patient,2,1.0,1.0,0.852,True,0.611,1.0,False,1.0,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,0.556,True,1.0,False
P7,deepseek-r1:14b,patient,3,0.96,1.0,0.773,True,0.781,1.0,False,0.96,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,0.32,True,1.0,False
P8,deepseek-r1:14b,patient,1,1.0,1.0,0.683,True,0.882,1.0,True,1.0,True,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,0.0,True,1.0,True,0.733,True,1.0,True
P8,deepseek-r1:14b,patient,2,1.0,1.0,0.893,True,0.412,1.0,True,1.0,True,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,0.571,True,1.0,True
P8,deepseek-r1:14b,patient,3,1.0,0.833,0.694,True,0.9,1.0,True,1.0,True,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,0.0,True,1.0,True,0.0,True,1.0,True,0.778,True,1.0,True
P1,llama3.1:8b,patient,1,1.0,1.0,0.857,True,0.783,1.0,False,1.0,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,0.571,True,1.0,False
P1,llama3.1:8b,patient,2,1.0,1.0,0.667,True,0.611,1.0,False,1.0,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,0.0,True,1.0,False
P1,llama3.1:8b,patient,3,1.0,1.0,0.8,True,0.684,1.0,False,1.0,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,0.4,True,1.0,False
P2,llama3.1:8b,patient,1,1.0,1.0,0.75,True,0.8,1.0,False,1.0,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,0.25,True,1.0,False
P2,llama3.1:8b,patient,2,1.0,1.0,0.744,True,0.867,1.0,False,1.0,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,0.231,True,1.0,False
P2,llama3.1:8b,patient,3,1.0,1.0,0.727,True,0.917,1.0,False,1.0,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,0.182,True,1.0,False
P3,llama3.1:8b,patient,1,1.0,1.0,0.825,True,0.833,1.0,True,1.0,True,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,0.3,True,1.0,True
P3,llama3.1:8b,patient,2,1.0,1.0,0.833,True,1.0,1.0,True,1.0,True,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,0.333,True,1.0,True
P3,llama3.1:8b,patient,3,1.0,1.0,0.768,True,0.875,1.0,True,1.0,True,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,0.071,True,1.0,True
P4,llama3.1:8b,patient,1,0.667,0.0,0.25,False,0.0,1.0,True,1.0,True,1.0,False,0.0,True,1.0,False,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,1.0,True,0.0,True
P4,llama3.1:8b,patient,2,1.0,1.0,0.893,True,0.8,1.0,True,1.0,True,1.0,False,1.0,True,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,0.571,True,1.0,True
P4,llama3.1:8b,patient,3,0.667,0.0,0.25,False,0.0,1.0,True,1.0,True,1.0,False,0.0,True,1.0,False,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,1.0,True,0.0,True
P5,llama3.1:8b,patient,1,1.0,0.8,0.875,True,0.833,1.0,True,1.0,True,1.0,True,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,0.0,True,1.0,False,1.0,True,1.0,True,0.5,True,1.0,True
P5,llama3.1:8b,patient,2,1.0,1.0,0.817,True,0.833,1.0,True,1.0,True,1.0,True,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,0.267,True,1.0,True
P5,llama3.1:8b,patient,3,1.0,1.0,0.824,True,0.81,1.0,True,1.0,True,1.0,True,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,0.294,True,1.0,True
P6,llama3.1:8b,patient,1,1.0,0.0,0.25,False,0.0,1.0,True,1.0,True,1.0,False,1.0,False,1.0,False,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,1.0,True,0.0,True
P6,llama3.1:8b,patient,2,0.5,0.0,0.25,False,0.0,0.0,True,1.0,True,1.0,False,1.0,False,1.0,False,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,1.0,True,0.0,True
P6,llama3.1:8b,patient,3,1.0,0.0,0.25,False,0.0,1.0,True,1.0,True,1.0,False,1.0,False,1.0,False,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,1.0,True,0.0,True
P7,llama3.1:8b,patient,1,1.0,1.0,0.708,True,0.643,1.0,False,1.0,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,0.125,True,1.0,False
P7,llama3.1:8b,patient,2,0.929,1.0,0.714,True,0.875,1.0,False,0.929,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,0.143,True,1.0,False
P7,llama3.1:8b,patient,3,1.0,1.0,0.718,True,0.929,1.0,False,1.0,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,0.154,True,1.0,False
P8,llama3.1:8b,patient,1,0.667,0.0,0.25,False,0.0,1.0,True,1.0,True,1.0,False,1.0,False,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,1.0,True,0.0,True
P8,llama3.1:8b,patient,2,0.333,0.0,0.25,False,0.0,0.0,True,1.0,True,1.0,False,1.0,False,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,1.0,True,0.0,True
P8,llama3.1:8b,patient,3,1.0,1.0,0.833,True,1.0,1.0,True,1.0,True,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,0.333,True,1.0,True
P1,qwen2.5:14b,patient,1,1.0,0.8,0.952,True,0.7,1.0,False,1.0,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,0.0,True,1.0,False,1.0,True,1.0,True,0.857,True,1.0,False
P1,qwen2.5:14b,patient,2,1.0,1.0,0.944,True,0.5,1.0,False,1.0,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,0.833,True,1.0,False
P1,qwen2.5:14b,patient,3,1.0,1.0,0.833,True,0.4,1.0,False,1.0,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,0.5,True,1.0,False
P2,qwen2.5:14b,patient,1,1.0,1.0,0.897,True,0.929,1.0,False,1.0,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,0.692,True,1.0,False
P2,qwen2.5:14b,patient,2,1.0,0.833,0.933,True,1.0,1.0,False,1.0,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,0.0,True,1.0,True,1.0,True,1.0,True,0.8,True,1.0,False
P2,qwen2.5:14b,patient,3,1.0,1.0,0.933,True,0.833,1.0,False,1.0,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,0.8,True,1.0,False
P3,qwen2.5:14b,patient,1,1.0,1.0,0.861,True,0.9,1.0,True,1.0,True,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,0.444,True,1.0,True
P3,qwen2.5:14b,patient,2,1.0,1.0,0.825,True,1.0,1.0,True,1.0,True,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,0.3,True,1.0,True
P3,qwen2.5:14b,patient,3,1.0,1.0,0.896,True,1.0,1.0,True,1.0,True,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,0.583,True,1.0,True
P4,qwen2.5:14b,patient,1,1.0,0.833,0.925,True,1.0,1.0,True,1.0,True,1.0,False,1.0,True,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,0.0,True,1.0,True,1.0,True,1.0,True,0.7,True,1.0,True
P4,qwen2.5:14b,patient,2,1.0,0.833,0.938,True,0.923,1.0,True,1.0,True,1.0,False,1.0,True,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,0.0,True,1.0,True,1.0,True,1.0,True,0.75,True,1.0,True
P4,qwen2.5:14b,patient,3,1.0,0.833,0.854,True,1.0,1.0,True,1.0,True,1.0,False,1.0,True,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,0.0,True,1.0,True,1.0,True,1.0,True,0.417,True,1.0,True
P5,qwen2.5:14b,patient,1,1.0,1.0,0.818,True,0.524,1.0,True,1.0,True,1.0,True,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,0.273,True,1.0,True
P5,qwen2.5:14b,patient,2,1.0,1.0,0.861,True,0.692,1.0,True,1.0,True,1.0,True,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,0.444,True,1.0,True
P5,qwen2.5:14b,patient,3,0.667,1.0,0.875,True,0.769,0.0,True,1.0,True,1.0,True,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,0.5,True,1.0,True
P6,qwen2.5:14b,patient,1,1.0,1.0,0.6,True,0.5,1.0,True,1.0,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,0.0,True,1.0,True,0.4,True,1.0,True
P6,qwen2.5:14b,patient,2,0.955,1.0,0.977,True,0.478,1.0,True,0.909,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,0.909,True,1.0,True
P6,qwen2.5:14b,patient,3,1.0,1.0,0.643,True,0.583,1.0,True,1.0,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,0.0,True,1.0,True,0.571,True,1.0,True
P7,qwen2.5:14b,patient,1,1.0,1.0,0.8,True,0.455,1.0,False,1.0,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,0.4,True,1.0,False
P7,qwen2.5:14b,patient,2,1.0,1.0,0.75,True,0.444,1.0,False,1.0,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,0.25,True,1.0,False
P7,qwen2.5:14b,patient,3,1.0,1.0,0.86,True,0.826,1.0,False,1.0,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,0.579,True,1.0,False
P8,qwen2.5:14b,patient,1,1.0,1.0,0.705,True,0.917,1.0,True,1.0,True,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,0.0,True,1.0,True,0.818,True,1.0,True
P8,qwen2.5:14b,patient,2,1.0,1.0,0.6,True,1.0,1.0,True,1.0,True,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,0.0,True,1.0,True,0.4,True,1.0,True
P8,qwen2.5:14b,patient,3,1.0,1.0,0.816,True,0.95,1.0,True,1.0,True,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,0.263,True,1.0,True
P1,alibayram/medgemma:4b,patient_cleared,1,1.0,1.0,1.0,True,0.55,1.0,False,1.0,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,1.0,True,1.0,False
P1,alibayram/medgemma:4b,patient_cleared,2,1.0,1.0,1.0,True,0.667,1.0,False,1.0,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,1.0,True,1.0,False
P1,alibayram/medgemma:4b,patient_cleared,3,1.0,1.0,0.843,True,0.838,1.0,False,1.0,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,0.529,True,1.0,False
P2,alibayram/medgemma:4b,patient_cleared,1,1.0,1.0,1.0,True,0.842,1.0,False,1.0,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False
P2,alibayram/medgemma:4b,patient_cleared,2,1.0,1.0,0.917,True,0.923,1.0,False,1.0,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,0.75,True,1.0,False
P2,alibayram/medgemma:4b,patient_cleared,3,1.0,1.0,0.762,True,0.909,1.0,False,1.0,True,1.0,False,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,0.286,True,1.0,False
P3,alibayram/medgemma:4b,patient_cleared,1,1.0,1.0,0.786,True,0.714,1.0,True,1.0,True,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,0.143,True,1.0,True
P3,alibayram/medgemma:4b,patient_cleared,2,1.0,1.0,0.8,True,0.708,1.0,True,1.0,True,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,0.2,True,1.0,True
P3,alibayram/medgemma:4b,patient_cleared,3,1.0,1.0,0.857,True,0.909,1.0,True,1.0,True,1.0,False,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1.0,True,0.429,True,1.0,True
P4,alibayram/medgemma:4b,patient_cleared,1,1.0,1.0,0.857,True,0.765,1.0,True,1.0,True,1.0,False,1.0,True,1.0,False,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,True,0.429,True,1.0,True
