plan_id,model,variant,profile_id,line_number,text,label
patient_alibayram/medgemma:4b_P1_run1,alibayram/medgemma:4b,patient,P1,67,"*   **Listen to your body:** Don't push yourself too hard, especially when starting a new exercise program. Rest when you need to and don't be afraid to take a break if you're feeling sore or tired.",4
patient_alibayram/medgemma:4b_P1_run1,alibayram/medgemma:4b,patient,P1,69,"This plan provides a solid foundation for maintaining fitness and improving athletic performance. Remember to listen to your body, progress gradually, and enjoy the process! Good luck!",0
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,1,"Okay, here's a personalized weekly exercise program tailored for you, keeping in mind your sedentary lifestyle, lack of medical conditions, and goal of improving general health. This program is designed to be progressive, meaning it gradually increases in intensity and duration. Remember to consult your doctor before starting any new exercise program.",0
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,3,**Important Considerations Before Starting:**,0
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,5,"*   **Warm-up:** Always begin each workout with a 5-10 minute warm-up. This could include light cardio (e.g., marching in place, arm circles) and dynamic stretching (e.g., leg swings, torso twists).",4
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,6,"*   **Cool-down:** End each workout with a 5-10 minute cool-down, including static stretching (holding each stretch for 20-30 seconds). Focus on stretching the muscles you worked during the exercise.",4
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,7,"*   **Listen to Your Body:** Pay attention to your body and rest when needed. Don't push yourself too hard, especially when starting. It's okay to take rest days.",2
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,8,*   **Proper Form:** Focus on maintaining proper form during each exercise to prevent injuries. Watch videos and/or consult a fitness professional to learn the correct technique.,4
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,9,"*   **Hydration:** Drink plenty of water throughout the day, especially before, during, and after exercise.",4
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,10,"*   **Progression:** Gradually increase the duration, intensity, or frequency of your workouts as you get fitter. Don't try to do too much too soon.",4
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,11,*   **Enjoyment:** Choose activities you enjoy to make exercise a sustainable habit.,4
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,13,**Weekly Exercise Plan:**,0
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,15,**Monday**,0
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,17,1.  **Brisk Walking** | Intensity: Moderate | Duration: 30 minutes,1
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,18,2.  **Bodyweight Squats** | Intensity: Moderate | Duration: 3 sets of 10-12 repetitions,1
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,19,3.  **Push-ups (on knees if needed)** | Intensity: Moderate | Duration: 3 sets of as many repetitions as possible (AMRAP),1
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,20,"4.  **Plank** | Intensity: Moderate | Duration: 3 sets, hold for 30 seconds each",1
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,22,**Tuesday**,0
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,24,1.  **Rest**,4
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,25,2.  **Yoga** | Intensity: Light | Duration: 30 minutes (focus on beginner-friendly routines),1
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,27,**Wednesday**,0
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,29,1.  **Brisk Walking** | Intensity: Moderate | Duration: 30 minutes,1
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,30,2.  **Lunges** | Intensity: Moderate | Duration: 3 sets of 10-12 repetitions per leg,1
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,31,3.  **Dumbbell Rows (using light weights)** | Intensity: Moderate | Duration: 3 sets of 10-12 repetitions per arm,1
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,32,4.  **Crunches** | Intensity: Moderate | Duration: 3 sets of 15-20 repetitions,1
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,34,**Thursday**,0
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,36,1.  **Rest**,4
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,37,2.  **Cycling (stationary bike or outdoor)** | Intensity: Moderate | Duration: 30 minutes,1
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,39,**Friday**,0
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,41,1.  **Brisk Walking** | Intensity: Moderate | Duration: 30 minutes,1
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,42,2.  **Calf Raises** | Intensity: Moderate | Duration: 3 sets of 15-20 repetitions,1
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,43,3.  **Tricep Dips (using a chair)** | Intensity: Moderate | Duration: 3 sets of as many repetitions as possible (AMRAP),1
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,44,4.  **Bird Dog** | Intensity: Moderate | Duration: 3 sets of 10-12 repetitions per side,1
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,46,**Saturday**,0
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,48,1.  **Rest**,4
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,49,2.  **Swimming (optional)** | Intensity: Light | Duration: 30 minutes (or active recovery like a leisurely walk),1
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,51,**Sunday**,0
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,53,1.  **Rest**,4
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,55,**Additional Notes and Recommendations:**,0
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,57,"*   **Progression:** After 2-4 weeks, consider increasing the duration of your walks by 5-10 minutes, adding a weight to your squats/lunges/rows, or increasing the hold time for planks.",4
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,58,"*   **Variety:** To prevent boredom and work different muscle groups, consider incorporating other activities like dancing, hiking, or gardening.",4
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,59,"*   **Nutrition:** Pair this exercise plan with a healthy diet to maximize your results. Focus on whole, unprocessed foods, lean protein, fruits, vegetables, and healthy fats.",4
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,60,*   **Sleep:** Aim for 7-8 hours of quality sleep each night to allow your body to recover and rebuild.,4
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,61,"*   **Consistency:** The key to success is consistency. Try to stick to your exercise routine as much as possible, even if you have to adjust it occasionally.",4
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,62,"*   **Motivation:** Find ways to stay motivated, such as exercising with a friend, listening to music, or tracking your progress.",4
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,63,"*   **Listen to your body and modify as needed.** If you experience any pain, stop the exercise and consult a healthcare professional.",3
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,64,"*   **Consider a Personal Trainer:** If you're looking for more guidance and personalized feedback, consider working with a certified personal trainer. They can help you develop a customized workout plan and teach you proper form.",4
patient_alibayram/medgemma:4b_P2_run1,alibayram/medgemma:4b,patient,P2,66,This plan is a starting point. Adjust it based on your individual needs and preferences. Good luck!,0
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,1,"Okay, based on your profile and goals, here's a personalized weekly exercise program designed to improve cardiovascular health and manage your blood pressure, keeping in mind your controlled hypertension and medication. This plan is a suggestion and should be reviewed and adjusted by your doctor or a qualified healthcare professional before you begin, especially given your medical conditions.",0
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,3,**Important Considerations:**,0
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,5,"*   **Consult Your Doctor:** Before starting this or any new exercise program, it is *essential* to consult with your physician. They can assess your overall health, review your medications, and provide specific guidance tailored to your needs.",3
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,6,"*   **Listen to Your Body:** Pay close attention to how you feel during exercise. Stop immediately if you experience chest pain, dizziness, shortness of breath, or any other concerning symptoms.",3
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,7,"*   **Warm-up and Cool-down:** Always include a 5-10 minute warm-up before each workout (e.g., light cardio, dynamic stretching) and a 5-10 minute cool-down afterward (e.g., walking, static stretching).",4
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,8,"*   **Hydration:** Drink plenty of water before, during, and after exercise.",4
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,9,"*   **Progression:** Start slowly and gradually increase the intensity and duration of your workouts over time. Don't push yourself too hard, especially in the beginning.",4
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,10,"*   **Consistency:** The key to success is consistency. Try to stick to the schedule as much as possible, but don't be discouraged if you miss a workout. Just get back on track as soon as you can.",4
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,11,"*   **Medication Considerations:** Be mindful of taking your Lisinopril as prescribed, especially before and after exercise.",3
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,13,**Weekly Exercise Plan**,0
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,15,**Monday**,0
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,17,1.  **Brisk Walking** | Intensity: Moderate | Duration: 30 minutes,1
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,18,2.  **Strength Training (Bodyweight)** | Intensity: Light | Duration: 20 minutes (See details below),1
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,20,**Tuesday**,0
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,22,"1.  **Rest or Active Recovery** | Intensity: Light | Duration: 20 minutes (Gentle stretching, yoga, or a leisurely walk)",1
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,24,**Wednesday**,0
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,26,1.  **Brisk Walking** | Intensity: Moderate | Duration: 30 minutes,1
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,27,2.  **Strength Training (Bodyweight)** | Intensity: Light | Duration: 20 minutes (See details below),1
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,29,**Thursday**,0
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,31,"1.  **Rest or Active Recovery** | Intensity: Light | Duration: 20 minutes (Gentle stretching, yoga, or a leisurely walk)",1
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,33,**Friday**,0
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,35,1.  **Brisk Walking** | Intensity: Moderate | Duration: 30 minutes,1
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,36,2.  **Strength Training (Bodyweight)** | Intensity: Light | Duration: 20 minutes (See details below),1
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,38,**Saturday**,0
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,40,"1.  **Light Activity/Social Activity** | Intensity: Light | Duration: 30 minutes (Gardening, playing with grandkids, or a gentle bike ride)",1
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,42,**Sunday**,0
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,44,1.  **Rest** | Intensity: None | Duration: None,1
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,46,**Strength Training (Bodyweight):**,0
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,48,*   **Squats:** 3 sets of 10-12 repetitions (Focus on proper form),4
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,49,*   **Push-ups (on knees if needed):** 3 sets of as many repetitions as possible (AMRAP),1
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,50,*   **Walking Lunges:** 3 sets of 10-12 repetitions per leg,1
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,51,"*   **Plank:** 3 sets, holding for 30 seconds each",1
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,52,*   **Calf Raises:** 3 sets of 15-20 repetitions,1
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,54,**Explanation and Additional Notes:**,0
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,56,*   **Brisk Walking:** This is a low-impact exercise that is easy on the joints and provides cardiovascular benefits. Aim for a pace where you can talk comfortably but are slightly breathless.,4
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,57,"*   **Strength Training:** Strength training helps build muscle mass, which can improve metabolism and help manage blood pressure. Bodyweight exercises are a good starting point. Focus on proper form to avoid injuries.",3
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,58,*   **Active Recovery:** Rest days are important for allowing your body to recover and adapt to the exercise program. Active recovery involves light activities that promote blood flow and reduce muscle soreness.,2
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,59,"*   **Progression:** As you get fitter, gradually increase the duration, intensity, or resistance of your workouts. For example, you could walk for longer periods, increase the number of repetitions, or add weights to your strength training exercises.",4
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,60,"*   **Monitoring:** Regularly monitor your blood pressure and heart rate, especially when starting a new exercise program. Keep a record of your readings and discuss any concerns with your doctor.",3
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,61,*   **Enjoyment:** Choose activities that you enjoy to make exercise a sustainable part of your lifestyle.,4
patient_alibayram/medgemma:4b_P3_run1,alibayram/medgemma:4b,patient,P3,63,"**Disclaimer:** This exercise program is a suggestion and should not be considered medical advice. It is essential to consult with your doctor before starting any new exercise program, especially given your medical conditions.",0
patient_alibayram/medgemma:4b_P4_run1,alibayram/medgemma:4b,patient,P4,1,"Okay, here's a personalized weekly exercise program tailored for you, keeping in mind your age, medical conditions (Type 2 Diabetes, Obesity), medications (Metformin), low activity level, and goal of managing blood sugar and weight loss.  **Important: This is a general plan and should be reviewed and approved by your doctor or a qualified healthcare professional before you begin. They can assess your individual health status and make necessary modifications.**",0
patient_alibayram/medgemma:4b_P4_run1,alibayram/medgemma:4b,patient,P4,3,**Important Considerations Before Starting:**,0
patient_alibayram/medgemma:4b_P4_run1,alibayram/medgemma:4b,patient,P4,5,*   **Consult Your Doctor:** This is the most crucial step. Your doctor needs to approve this plan and monitor your progress. They may recommend specific exercises or modifications based on your individual health.,3
patient_alibayram/medgemma:4b_P4_run1,alibayram/medgemma:4b,patient,P4,6,*   **Medication Adjustments:** Your doctor may need to adjust your Metformin dosage based on your activity level.  Do not change your medication without their guidance.,3
patient_alibayram/medgemma:4b_P4_run1,alibayram/medgemma:4b,patient,P4,7,"*   **Blood Sugar Monitoring:**  Regularly monitor your blood sugar levels before, during, and after exercise.  This will help you understand how exercise affects your body and adjust your insulin/Medformin accordingly (if applicable).",3
patient_alibayram/medgemma:4b_P4_run1,alibayram/medgemma:4b,patient,P4,8,"*   **Hydration:** Drink plenty of water before, during, and after exercise.",4
patient_alibayram/medgemma:4b_P4_run1,alibayram/medgemma:4b,patient,P4,9,*   **Listen to Your Body:**  Pay attention to any pain or discomfort. Stop if you experience any pain and consult your doctor.,3
patient_alibayram/medgemma:4b_P4_run1,alibayram/medgemma:4b,patient,P4,10,"*   **Proper Footwear:** Wear comfortable, supportive shoes that fit well.",4
patient_alibayram/medgemma:4b_P4_run1,alibayram/medgemma:4b,patient,P4,11,*   **Warm-up and Cool-down:** Always include a warm-up before each exercise session and a cool-down afterward.,4
patient_alibayram/medgemma:4b_P4_run1,alibayram/medgemma:4b,patient,P4,13,**Weekly Exercise Plan:**,0
patient_alibayram/medgemma:4b_P4_run1,alibayram/medgemma:4b,patient,P4,15,**Monday**,0
patient_alibayram/medgemma:4b_P4_run1,alibayram/medgemma:4b,patient,P4,17,1.  **Walking** | Intensity: Light | Duration: 20 minutes,1
patient_alibayram/medgemma:4b_P4_run1,alibayram/medgemma:4b,patient,P4,18,2.  **Strength Training (Upper Body)** | Intensity: Light | Duration: 20 minutes,1
patient_alibayram/medgemma:4b_P4_run1,alibayram/medgemma:4b,patient,P4,19,*   Wall Push-ups: 2 sets of 10 repetitions,1
patient_alibayram/medgemma:4b_P4_run1,alibayram/medgemma:4b,patient,P4,20,*   Chair Squats: 2 sets of 10 repetitions,1
patient_alibayram/medgemma:4b_P4_run1,alibayram/medgemma:4b,patient,P4,21,*   Bicep Curls (with light weights or resistance bands): 2 sets of 10 repetitions,1
patient_alibayram/medgemma:4b_P4_run1,alibayram/medgemma:4b,patient,P4,22,*   Overhead Press (with light weights or resistance bands): 2 sets of 10 repetitions,1
patient_alibayram/medgemma:4b_P4_run1,alibayram/medgemma:4b,patient,P4,23,"3.  **Cool-down:** Gentle stretching, holding each stretch for 30 seconds.",4
patient_alibayram/medgemma:4b_P4_run1,alibayram/medgemma:4b,patient,P4,25,**Tuesday**,0
patient_alibayram/medgemma:4b_P4_run1,alibayram/medgemma:4b,patient,P4,27,1.  **Rest**,4
patient_alibayram/medgemma:4b_P4_run1,alibayram/medgemma:4b,patient,P4,29,**Wednesday**,0
patient_alibayram/medgemma:4b_P4_run1,alibayram/medgemma:4b,patient,P4,31,1.  **Walking** | Intensity: Light | Duration: 30 minutes,1
patient_alibayram/medgemma:4b_P4_run1,alibayram/medgemma:4b,patient,P4,32,2.  **Strength Training (Lower Body)** | Intensity: Light | Duration: 20 minutes,1
patient_alibayram/medgemma:4b_P4_run1,alibayram/medgemma:4b,patient,P4,33,*   Chair Squats: 2 sets of 10 repetitions,1
patient_alibayram/medgemma:4b_P4_run1,alibayram/medgemma:4b,patient,P4,34,*   Calf Raises: 2 sets of 10 repetitions,1
patient_alibayram/medgemma:4b_P4_run1,alibayram/medgemma:4b,patient,P4,35,*   Hamstring Curls (with resistance bands): 2 sets of 10 repetitions,1
patient_alibayram/medgemma:4b_P4_run1,alibayram/medgemma:4b,patient,P4,36,*   Hip Abduction (with resistance bands): 2 sets of 10 repetitions,1
patient_alibayram/medgemma:4b_P4_run1,alibayram/medgemma:4b,patient,P4,37,"3.  **Cool-down:** Gentle stretching, holding each stretch for 30 seconds.",4
patient_alibayram/medgemma:4b_P4_run1,alibayram/medgemma:4b,patient,P4,39,**Thursday**,0
patient_alibayram/medgemma:4b_P4_run1,alibayram/medgemma:4b,patient,P4,41,1.  **Rest**,4
patient_alibayram/medgemma:4b_P4_run1,alibayram/medgemma:4b,patient,P4,43,**Friday**,0
patient_alibayram/medgemma:4b_P4_run1,alibayram/medgemma:4b,patient,P4,45,1.  **Swimming** | Intensity: Light | Duration: 30 minutes (or water aerobics if preferred),1
